"path","category","source","title","description","search_keywords"
"assets/images/places/manouba_naturespot_11.jpg","place-main-natureSpot","places.json","Manouba Rooftop Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Manouba offering guided walks, open views, and easy half-day planning.","Manouba Tunisia, natureSpot, Nature, Panorama, Family, Heritage, Gardens, local travel"
"assets/images/places/manouba_naturespot_31.jpg","place-gallery-natureSpot","places.json","Manouba Rooftop Nature Lookout gallery","Secondary gallery view for Manouba Rooftop Nature Lookout in Manouba.","Manouba Tunisia, natureSpot, Nature, Panorama, Family, Heritage, Gardens, gallery"
"assets/images/places/manouba_restaurant_23.jpg","place-gallery-restaurant","places.json","Manouba Medina Table gallery","Secondary gallery view for Manouba Medina Table in Manouba.","Manouba Tunisia, restaurant, Culinary, Traditional, Local Partner, Heritage, Gardens, gallery"
"assets/images/places/manouba_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Manouba gallery","Secondary gallery view for Olive Route Kitchen Manouba in Manouba.","Manouba Tunisia, restaurant, Culinary, Chef table, Food, Heritage, Gardens, gallery"
"assets/images/places/manouba_restaurant_3.jpg","place-main-restaurant","places.json","Manouba Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Manouba focused on regional recipes, tasting plates, and warm service.","Manouba Tunisia, restaurant, Culinary, Traditional, Local Partner, Heritage, Gardens, local travel"
"assets/images/places/manouba_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Manouba","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Manouba with polished plating and seasonal menus.","Manouba Tunisia, restaurant, Culinary, Chef table, Food, Heritage, Gardens, local travel"
"assets/images/places/manouba_transport_10.jpg","place-main-transport","places.json","Manouba Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Manouba with airport, station, city, and day-trip options.","Manouba Tunisia, transport, Transport, Private ride, Local Partner, Heritage, Gardens, local travel"
"assets/images/places/manouba_transport_30.jpg","place-gallery-transport","places.json","Manouba Local Ride Collective gallery","Secondary gallery view for Manouba Local Ride Collective in Manouba.","Manouba Tunisia, transport, Transport, Private ride, Local Partner, Heritage, Gardens, gallery"
"assets/images/places/medenine_accommodation_1.jpg","place-main-accommodation","places.json","Dar Medenine Desert House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Medenine with breakfast, concierge help, and nearby heritage routes.","Medenine Tunisia, accommodation, Heritage, Boutique, Local Partner, Ksour, Islands, local travel"
"assets/images/places/medenine_accommodation_2.jpg","place-main-accommodation","places.json","Medenine Ksar Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Medenine suited to couples, families, and friends exploring the region.","Medenine Tunisia, accommodation, Nature, Comfort, Family, Ksour, Islands, local travel"
"assets/images/places/medenine_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Medenine Desert House gallery","Secondary gallery view for Dar Medenine Desert House in Medenine.","Medenine Tunisia, accommodation, Heritage, Boutique, Local Partner, Ksour, Islands, gallery"
"assets/images/places/medenine_accommodation_22.jpg","place-gallery-accommodation","places.json","Medenine Ksar Guest Lodge gallery","Secondary gallery view for Medenine Ksar Guest Lodge in Medenine.","Medenine Tunisia, accommodation, Nature, Comfort, Family, Ksour, Islands, gallery"
"assets/images/places/medenine_activity_27.jpg","place-gallery-activity","places.json","Medenine Cycling Escape gallery","Secondary gallery view for Medenine Cycling Escape in Medenine.","Medenine Tunisia, activity, Cycling, Adventure, Nature, Ksour, Islands, gallery"
"assets/images/places/medenine_activity_28.jpg","place-gallery-activity","places.json","Medenine Dune Adventure Trail gallery","Secondary gallery view for Medenine Dune Adventure Trail in Medenine.","Medenine Tunisia, activity, Adventure, Guided, Nature, Ksour, Islands, gallery"
"assets/images/places/medenine_activity_7.jpg","place-main-activity","places.json","Medenine Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Medenine designed for curious travelers seeking active discovery.","Medenine Tunisia, activity, Cycling, Adventure, Nature, Ksour, Islands, local travel"
"assets/images/places/medenine_activity_8.jpg","place-main-activity","places.json","Medenine Dune Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Medenine with local guide support, stories, and practical logistics included.","Medenine Tunisia, activity, Adventure, Guided, Nature, Ksour, Islands, local travel"
"assets/images/places/medenine_artisan_25.jpg","place-gallery-artisan","places.json","Medenine Heritage Atelier gallery","Secondary gallery view for Medenine Heritage Atelier in Medenine.","Medenine Tunisia, artisan, Artisan, Workshop, Local Partner, Ksour, Islands, gallery"
"assets/images/places/medenine_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Medenine gallery","Secondary gallery view for Blue Door Crafts Medenine in Medenine.","Medenine Tunisia, artisan, Artisan, Design, Handmade, Ksour, Islands, gallery"
"assets/images/places/medenine_artisan_5.jpg","place-main-artisan","places.json","Medenine Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Medenine offering demonstrations, small-batch products, and cultural context.","Medenine Tunisia, artisan, Artisan, Workshop, Local Partner, Ksour, Islands, local travel"
"assets/images/places/medenine_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Medenine","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Medenine where travelers can shop responsibly and learn about local techniques.","Medenine Tunisia, artisan, Artisan, Design, Handmade, Ksour, Islands, local travel"
"assets/images/places/medenine_museum_29.jpg","place-gallery-museum","places.json","Medenine Living Heritage House gallery","Secondary gallery view for Medenine Living Heritage House in Medenine.","Medenine Tunisia, museum, Heritage, Museum, Culture, Ksour, Islands, gallery"
"assets/images/places/medenine_museum_9.jpg","place-main-museum","places.json","Medenine Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Medenine presenting architecture, memory, and craft in a visitor-friendly format.","Medenine Tunisia, museum, Heritage, Museum, Culture, Ksour, Islands, local travel"
"assets/images/places/medenine_naturespot_11.jpg","place-main-natureSpot","places.json","Medenine Desert Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Medenine offering guided walks, open views, and easy half-day planning.","Medenine Tunisia, natureSpot, Nature, Panorama, Family, Ksour, Islands, local travel"
"assets/images/places/medenine_naturespot_31.jpg","place-gallery-natureSpot","places.json","Medenine Desert Nature Lookout gallery","Secondary gallery view for Medenine Desert Nature Lookout in Medenine.","Medenine Tunisia, natureSpot, Nature, Panorama, Family, Ksour, Islands, gallery"
"assets/images/places/medenine_restaurant_23.jpg","place-gallery-restaurant","places.json","Medenine Medina Table gallery","Secondary gallery view for Medenine Medina Table in Medenine.","Medenine Tunisia, restaurant, Culinary, Traditional, Local Partner, Ksour, Islands, gallery"
"assets/images/places/medenine_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Medenine gallery","Secondary gallery view for Olive Route Kitchen Medenine in Medenine.","Medenine Tunisia, restaurant, Culinary, Chef table, Food, Ksour, Islands, gallery"
"assets/images/places/medenine_restaurant_3.jpg","place-main-restaurant","places.json","Medenine Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Medenine focused on regional recipes, tasting plates, and warm service.","Medenine Tunisia, restaurant, Culinary, Traditional, Local Partner, Ksour, Islands, local travel"
"assets/images/places/medenine_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Medenine","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Medenine with polished plating and seasonal menus.","Medenine Tunisia, restaurant, Culinary, Chef table, Food, Ksour, Islands, local travel"
"assets/images/places/medenine_transport_10.jpg","place-main-transport","places.json","Medenine Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Medenine with airport, station, city, and day-trip options.","Medenine Tunisia, transport, Transport, Private ride, Local Partner, Ksour, Islands, local travel"
"assets/images/places/medenine_transport_30.jpg","place-gallery-transport","places.json","Medenine Local Ride Collective gallery","Secondary gallery view for Medenine Local Ride Collective in Medenine.","Medenine Tunisia, transport, Transport, Private ride, Local Partner, Ksour, Islands, gallery"
"assets/images/places/monastir_accommodation_1.jpg","place-main-accommodation","places.json","Dar Monastir Sea House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Monastir with breakfast, concierge help, and nearby heritage routes.","Monastir Tunisia, accommodation, Heritage, Boutique, Local Partner, Waterfront, Culture, local travel"
"assets/images/places/monastir_accommodation_2.jpg","place-main-accommodation","places.json","Monastir Harbor Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Monastir suited to couples, families, and friends exploring the region.","Monastir Tunisia, accommodation, Nature, Comfort, Family, Waterfront, Culture, local travel"
"assets/images/places/monastir_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Monastir Sea House gallery","Secondary gallery view for Dar Monastir Sea House in Monastir.","Monastir Tunisia, accommodation, Heritage, Boutique, Local Partner, Waterfront, Culture, gallery"
"assets/images/places/monastir_accommodation_22.jpg","place-gallery-accommodation","places.json","Monastir Harbor Guest Lodge gallery","Secondary gallery view for Monastir Harbor Guest Lodge in Monastir.","Monastir Tunisia, accommodation, Nature, Comfort, Family, Waterfront, Culture, gallery"
"assets/images/places/monastir_activity_27.jpg","place-gallery-activity","places.json","Monastir Cycling Escape gallery","Secondary gallery view for Monastir Cycling Escape in Monastir.","Monastir Tunisia, activity, Cycling, Adventure, Nature, Waterfront, Culture, gallery"
"assets/images/places/monastir_activity_28.jpg","place-gallery-activity","places.json","Monastir Breeze Adventure Trail gallery","Secondary gallery view for Monastir Breeze Adventure Trail in Monastir.","Monastir Tunisia, activity, Adventure, Guided, Nature, Waterfront, Culture, gallery"
"assets/images/places/monastir_activity_7.jpg","place-main-activity","places.json","Monastir Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Monastir designed for curious travelers seeking active discovery.","Monastir Tunisia, activity, Cycling, Adventure, Nature, Waterfront, Culture, local travel"
"assets/images/places/monastir_activity_8.jpg","place-main-activity","places.json","Monastir Breeze Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Monastir with local guide support, stories, and practical logistics included.","Monastir Tunisia, activity, Adventure, Guided, Nature, Waterfront, Culture, local travel"
"assets/images/places/monastir_artisan_25.jpg","place-gallery-artisan","places.json","Monastir Heritage Atelier gallery","Secondary gallery view for Monastir Heritage Atelier in Monastir.","Monastir Tunisia, artisan, Artisan, Workshop, Local Partner, Waterfront, Culture, gallery"
"assets/images/places/monastir_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Monastir gallery","Secondary gallery view for Blue Door Crafts Monastir in Monastir.","Monastir Tunisia, artisan, Artisan, Design, Handmade, Waterfront, Culture, gallery"
"assets/images/places/monastir_artisan_5.jpg","place-main-artisan","places.json","Monastir Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Monastir offering demonstrations, small-batch products, and cultural context.","Monastir Tunisia, artisan, Artisan, Workshop, Local Partner, Waterfront, Culture, local travel"
"assets/images/places/monastir_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Monastir","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Monastir where travelers can shop responsibly and learn about local techniques.","Monastir Tunisia, artisan, Artisan, Design, Handmade, Waterfront, Culture, local travel"
"assets/images/places/monastir_museum_29.jpg","place-gallery-museum","places.json","Monastir Living Heritage House gallery","Secondary gallery view for Monastir Living Heritage House in Monastir.","Monastir Tunisia, museum, Heritage, Museum, Culture, Waterfront, Culture, gallery"
"assets/images/places/monastir_museum_9.jpg","place-main-museum","places.json","Monastir Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Monastir presenting architecture, memory, and craft in a visitor-friendly format.","Monastir Tunisia, museum, Heritage, Museum, Culture, Waterfront, Culture, local travel"
"assets/images/places/monastir_naturespot_11.jpg","place-main-natureSpot","places.json","Monastir Sea Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Monastir offering guided walks, open views, and easy half-day planning.","Monastir Tunisia, natureSpot, Nature, Panorama, Family, Waterfront, Culture, local travel"
"assets/images/places/monastir_naturespot_31.jpg","place-gallery-natureSpot","places.json","Monastir Sea Nature Lookout gallery","Secondary gallery view for Monastir Sea Nature Lookout in Monastir.","Monastir Tunisia, natureSpot, Nature, Panorama, Family, Waterfront, Culture, gallery"
"assets/images/places/monastir_restaurant_23.jpg","place-gallery-restaurant","places.json","Monastir Medina Table gallery","Secondary gallery view for Monastir Medina Table in Monastir.","Monastir Tunisia, restaurant, Culinary, Traditional, Local Partner, Waterfront, Culture, gallery"
"assets/images/places/monastir_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Monastir gallery","Secondary gallery view for Olive Route Kitchen Monastir in Monastir.","Monastir Tunisia, restaurant, Culinary, Chef table, Food, Waterfront, Culture, gallery"
"assets/images/places/monastir_restaurant_3.jpg","place-main-restaurant","places.json","Monastir Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Monastir focused on regional recipes, tasting plates, and warm service.","Monastir Tunisia, restaurant, Culinary, Traditional, Local Partner, Waterfront, Culture, local travel"
"assets/images/places/monastir_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Monastir","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Monastir with polished plating and seasonal menus.","Monastir Tunisia, restaurant, Culinary, Chef table, Food, Waterfront, Culture, local travel"
"assets/images/places/monastir_transport_10.jpg","place-main-transport","places.json","Monastir Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Monastir with airport, station, city, and day-trip options.","Monastir Tunisia, transport, Transport, Private ride, Local Partner, Waterfront, Culture, local travel"
"assets/images/places/monastir_transport_30.jpg","place-gallery-transport","places.json","Monastir Local Ride Collective gallery","Secondary gallery view for Monastir Local Ride Collective in Monastir.","Monastir Tunisia, transport, Transport, Private ride, Local Partner, Waterfront, Culture, gallery"
"assets/images/places/nabeul_accommodation_1.jpg","place-main-accommodation","places.json","Dar Nabeul Sea House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Nabeul with breakfast, concierge help, and nearby heritage routes.","Nabeul Tunisia, accommodation, Heritage, Boutique, Local Partner, Coast, Ceramics, local travel"
"assets/images/places/nabeul_accommodation_2.jpg","place-main-accommodation","places.json","Nabeul Harbor Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Nabeul suited to couples, families, and friends exploring the region.","Nabeul Tunisia, accommodation, Nature, Comfort, Family, Coast, Ceramics, local travel"
"assets/images/places/nabeul_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Nabeul Sea House gallery","Secondary gallery view for Dar Nabeul Sea House in Nabeul.","Nabeul Tunisia, accommodation, Heritage, Boutique, Local Partner, Coast, Ceramics, gallery"
"assets/images/places/nabeul_accommodation_22.jpg","place-gallery-accommodation","places.json","Nabeul Harbor Guest Lodge gallery","Secondary gallery view for Nabeul Harbor Guest Lodge in Nabeul.","Nabeul Tunisia, accommodation, Nature, Comfort, Family, Coast, Ceramics, gallery"
"assets/images/places/nabeul_activity_27.jpg","place-gallery-activity","places.json","Nabeul Cycling Escape gallery","Secondary gallery view for Nabeul Cycling Escape in Nabeul.","Nabeul Tunisia, activity, Cycling, Adventure, Nature, Coast, Ceramics, gallery"
"assets/images/places/nabeul_activity_28.jpg","place-gallery-activity","places.json","Nabeul Breeze Adventure Trail gallery","Secondary gallery view for Nabeul Breeze Adventure Trail in Nabeul.","Nabeul Tunisia, activity, Adventure, Guided, Nature, Coast, Ceramics, gallery"
"assets/images/places/nabeul_activity_7.jpg","place-main-activity","places.json","Nabeul Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Nabeul designed for curious travelers seeking active discovery.","Nabeul Tunisia, activity, Cycling, Adventure, Nature, Coast, Ceramics, local travel"
"assets/images/places/nabeul_activity_8.jpg","place-main-activity","places.json","Nabeul Breeze Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Nabeul with local guide support, stories, and practical logistics included.","Nabeul Tunisia, activity, Adventure, Guided, Nature, Coast, Ceramics, local travel"
"assets/images/places/nabeul_artisan_25.jpg","place-gallery-artisan","places.json","Nabeul Heritage Atelier gallery","Secondary gallery view for Nabeul Heritage Atelier in Nabeul.","Nabeul Tunisia, artisan, Artisan, Workshop, Local Partner, Coast, Ceramics, gallery"
"assets/images/places/nabeul_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Nabeul gallery","Secondary gallery view for Blue Door Crafts Nabeul in Nabeul.","Nabeul Tunisia, artisan, Artisan, Design, Handmade, Coast, Ceramics, gallery"
"assets/images/places/nabeul_artisan_5.jpg","place-main-artisan","places.json","Nabeul Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Nabeul offering demonstrations, small-batch products, and cultural context.","Nabeul Tunisia, artisan, Artisan, Workshop, Local Partner, Coast, Ceramics, local travel"
"assets/images/places/nabeul_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Nabeul","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Nabeul where travelers can shop responsibly and learn about local techniques.","Nabeul Tunisia, artisan, Artisan, Design, Handmade, Coast, Ceramics, local travel"
"assets/images/places/nabeul_museum_29.jpg","place-gallery-museum","places.json","Nabeul Living Heritage House gallery","Secondary gallery view for Nabeul Living Heritage House in Nabeul.","Nabeul Tunisia, museum, Heritage, Museum, Culture, Coast, Ceramics, gallery"
"assets/images/places/nabeul_museum_9.jpg","place-main-museum","places.json","Nabeul Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Nabeul presenting architecture, memory, and craft in a visitor-friendly format.","Nabeul Tunisia, museum, Heritage, Museum, Culture, Coast, Ceramics, local travel"
"assets/images/places/nabeul_naturespot_11.jpg","place-main-natureSpot","places.json","Nabeul Sea Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Nabeul offering guided walks, open views, and easy half-day planning.","Nabeul Tunisia, natureSpot, Nature, Panorama, Family, Coast, Ceramics, local travel"
"assets/images/places/nabeul_naturespot_31.jpg","place-gallery-natureSpot","places.json","Nabeul Sea Nature Lookout gallery","Secondary gallery view for Nabeul Sea Nature Lookout in Nabeul.","Nabeul Tunisia, natureSpot, Nature, Panorama, Family, Coast, Ceramics, gallery"
"assets/images/places/nabeul_restaurant_23.jpg","place-gallery-restaurant","places.json","Nabeul Medina Table gallery","Secondary gallery view for Nabeul Medina Table in Nabeul.","Nabeul Tunisia, restaurant, Culinary, Traditional, Local Partner, Coast, Ceramics, gallery"
"assets/images/places/nabeul_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Nabeul gallery","Secondary gallery view for Olive Route Kitchen Nabeul in Nabeul.","Nabeul Tunisia, restaurant, Culinary, Chef table, Food, Coast, Ceramics, gallery"
"assets/images/places/nabeul_restaurant_3.jpg","place-main-restaurant","places.json","Nabeul Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Nabeul focused on regional recipes, tasting plates, and warm service.","Nabeul Tunisia, restaurant, Culinary, Traditional, Local Partner, Coast, Ceramics, local travel"
"assets/images/places/nabeul_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Nabeul","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Nabeul with polished plating and seasonal menus.","Nabeul Tunisia, restaurant, Culinary, Chef table, Food, Coast, Ceramics, local travel"
"assets/images/places/nabeul_transport_10.jpg","place-main-transport","places.json","Nabeul Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Nabeul with airport, station, city, and day-trip options.","Nabeul Tunisia, transport, Transport, Private ride, Local Partner, Coast, Ceramics, local travel"
"assets/images/places/nabeul_transport_30.jpg","place-gallery-transport","places.json","Nabeul Local Ride Collective gallery","Secondary gallery view for Nabeul Local Ride Collective in Nabeul.","Nabeul Tunisia, transport, Transport, Private ride, Local Partner, Coast, Ceramics, gallery"
"assets/images/places/sfax_accommodation_1.jpg","place-main-accommodation","places.json","Dar Sfax Rooftop House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Sfax with breakfast, concierge help, and nearby heritage routes.","Sfax Tunisia, accommodation, Heritage, Boutique, Local Partner, Business, Food, local travel"
"assets/images/places/sfax_accommodation_2.jpg","place-main-accommodation","places.json","Sfax Medina Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Sfax suited to couples, families, and friends exploring the region.","Sfax Tunisia, accommodation, Nature, Comfort, Family, Business, Food, local travel"
"assets/images/places/sfax_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Sfax Rooftop House gallery","Secondary gallery view for Dar Sfax Rooftop House in Sfax.","Sfax Tunisia, accommodation, Heritage, Boutique, Local Partner, Business, Food, gallery"
"assets/images/places/sfax_accommodation_22.jpg","place-gallery-accommodation","places.json","Sfax Medina Guest Lodge gallery","Secondary gallery view for Sfax Medina Guest Lodge in Sfax.","Sfax Tunisia, accommodation, Nature, Comfort, Family, Business, Food, gallery"
"assets/images/places/sfax_activity_27.jpg","place-gallery-activity","places.json","Sfax Cycling Escape gallery","Secondary gallery view for Sfax Cycling Escape in Sfax.","Sfax Tunisia, activity, Cycling, Adventure, Nature, Business, Food, gallery"
"assets/images/places/sfax_activity_28.jpg","place-gallery-activity","places.json","Sfax City Adventure Trail gallery","Secondary gallery view for Sfax City Adventure Trail in Sfax.","Sfax Tunisia, activity, Adventure, Guided, Nature, Business, Food, gallery"
"assets/images/places/sfax_activity_7.jpg","place-main-activity","places.json","Sfax Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Sfax designed for curious travelers seeking active discovery.","Sfax Tunisia, activity, Cycling, Adventure, Nature, Business, Food, local travel"
"assets/images/places/sfax_activity_8.jpg","place-main-activity","places.json","Sfax City Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Sfax with local guide support, stories, and practical logistics included.","Sfax Tunisia, activity, Adventure, Guided, Nature, Business, Food, local travel"
"assets/images/places/sfax_artisan_25.jpg","place-gallery-artisan","places.json","Sfax Heritage Atelier gallery","Secondary gallery view for Sfax Heritage Atelier in Sfax.","Sfax Tunisia, artisan, Artisan, Workshop, Local Partner, Business, Food, gallery"
"assets/images/places/sfax_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Sfax gallery","Secondary gallery view for Blue Door Crafts Sfax in Sfax.","Sfax Tunisia, artisan, Artisan, Design, Handmade, Business, Food, gallery"
"assets/images/places/sfax_artisan_5.jpg","place-main-artisan","places.json","Sfax Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Sfax offering demonstrations, small-batch products, and cultural context.","Sfax Tunisia, artisan, Artisan, Workshop, Local Partner, Business, Food, local travel"
"assets/images/places/sfax_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Sfax","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Sfax where travelers can shop responsibly and learn about local techniques.","Sfax Tunisia, artisan, Artisan, Design, Handmade, Business, Food, local travel"
"assets/images/places/sfax_museum_29.jpg","place-gallery-museum","places.json","Sfax Living Heritage House gallery","Secondary gallery view for Sfax Living Heritage House in Sfax.","Sfax Tunisia, museum, Heritage, Museum, Culture, Business, Food, gallery"
"assets/images/places/sfax_museum_9.jpg","place-main-museum","places.json","Sfax Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Sfax presenting architecture, memory, and craft in a visitor-friendly format.","Sfax Tunisia, museum, Heritage, Museum, Culture, Business, Food, local travel"
"assets/images/places/sfax_naturespot_11.jpg","place-main-natureSpot","places.json","Sfax Rooftop Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Sfax offering guided walks, open views, and easy half-day planning.","Sfax Tunisia, natureSpot, Nature, Panorama, Family, Business, Food, local travel"
"assets/images/places/sfax_naturespot_31.jpg","place-gallery-natureSpot","places.json","Sfax Rooftop Nature Lookout gallery","Secondary gallery view for Sfax Rooftop Nature Lookout in Sfax.","Sfax Tunisia, natureSpot, Nature, Panorama, Family, Business, Food, gallery"
"assets/images/places/sfax_restaurant_23.jpg","place-gallery-restaurant","places.json","Sfax Medina Table gallery","Secondary gallery view for Sfax Medina Table in Sfax.","Sfax Tunisia, restaurant, Culinary, Traditional, Local Partner, Business, Food, gallery"
"assets/images/places/sfax_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Sfax gallery","Secondary gallery view for Olive Route Kitchen Sfax in Sfax.","Sfax Tunisia, restaurant, Culinary, Chef table, Food, Business, Food, gallery"
"assets/images/places/sfax_restaurant_3.jpg","place-main-restaurant","places.json","Sfax Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Sfax focused on regional recipes, tasting plates, and warm service.","Sfax Tunisia, restaurant, Culinary, Traditional, Local Partner, Business, Food, local travel"
"assets/images/places/sfax_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Sfax","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Sfax with polished plating and seasonal menus.","Sfax Tunisia, restaurant, Culinary, Chef table, Food, Business, Food, local travel"
"assets/images/places/sfax_transport_10.jpg","place-main-transport","places.json","Sfax Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Sfax with airport, station, city, and day-trip options.","Sfax Tunisia, transport, Transport, Private ride, Local Partner, Business, Food, local travel"
"assets/images/places/sfax_transport_30.jpg","place-gallery-transport","places.json","Sfax Local Ride Collective gallery","Secondary gallery view for Sfax Local Ride Collective in Sfax.","Sfax Tunisia, transport, Transport, Private ride, Local Partner, Business, Food, gallery"
"assets/images/places/sidi-bouzid_accommodation_1.jpg","place-main-accommodation","places.json","Dar Sidi Bouzid Olive House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Sidi Bouzid with breakfast, concierge help, and nearby heritage routes.","Sidi Bouzid Tunisia, accommodation, Heritage, Boutique, Local Partner, Rural life, Food, local travel"
"assets/images/places/sidi-bouzid_accommodation_2.jpg","place-main-accommodation","places.json","Sidi Bouzid Field Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Sidi Bouzid suited to couples, families, and friends exploring the region.","Sidi Bouzid Tunisia, accommodation, Nature, Comfort, Family, Rural life, Food, local travel"
"assets/images/places/sidi-bouzid_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Sidi Bouzid Olive House gallery","Secondary gallery view for Dar Sidi Bouzid Olive House in Sidi Bouzid.","Sidi Bouzid Tunisia, accommodation, Heritage, Boutique, Local Partner, Rural life, Food, gallery"
"assets/images/places/sidi-bouzid_accommodation_22.jpg","place-gallery-accommodation","places.json","Sidi Bouzid Field Guest Lodge gallery","Secondary gallery view for Sidi Bouzid Field Guest Lodge in Sidi Bouzid.","Sidi Bouzid Tunisia, accommodation, Nature, Comfort, Family, Rural life, Food, gallery"
"assets/images/places/sidi-bouzid_activity_27.jpg","place-gallery-activity","places.json","Sidi Bouzid Cycling Escape gallery","Secondary gallery view for Sidi Bouzid Cycling Escape in Sidi Bouzid.","Sidi Bouzid Tunisia, activity, Cycling, Adventure, Nature, Rural life, Food, gallery"
"assets/images/places/sidi-bouzid_activity_28.jpg","place-gallery-activity","places.json","Sidi Bouzid Village Adventure Trail gallery","Secondary gallery view for Sidi Bouzid Village Adventure Trail in Sidi Bouzid.","Sidi Bouzid Tunisia, activity, Adventure, Guided, Nature, Rural life, Food, gallery"
